Filename,Encoded_1,Encoded_2,Encoded_3,Encoded_4,Encoded_5,Encoded_6,Encoded_7,Encoded_8,Encoded_9,Encoded_10
01-MFCC.csv,4.667574,-0.2252967,-1.5889429,0.92818767,4.108506,-4.1162395,-1.228258,6.3571672,-3.0997834,1.6492182
02-MFCC.csv,6.2916174,7.1969037,-1.3877717,8.123416,0.37937275,-3.6369839,-0.19364306,3.4917808,-4.45143,11.804222
03-MFCC.csv,-1.5009573,-7.115786,0.8900787,1.9751582,-7.4881864,4.6202593,-2.7876666,-2.2242985,6.4567556,-4.8136787
04-MFCC.csv,-2.640165,-3.629818,1.6175905,-2.2664213,-8.236713,5.2013793,2.6844559,0.27630925,0.60007006,-2.1368995
05-MFCC.csv,0.31977585,3.500333,-0.66071343,-1.9497488,7.3322444,0.5962052,-5.894595,1.1654342,-4.2624536,-3.5154538
06-MFCC.csv,1.2608156,-7.8365703,3.2872362,-1.0515002,-5.7195873,-2.712322,1.9490154,-1.5317483,1.1843519,0.16323596
07-MFCC.csv,3.6583374,-3.8727217,0.6554797,-0.15210661,1.6316006,-3.815282,1.0169576,-1.9060885,-5.866714,-1.9942281
08-MFCC.csv,-0.7161513,-10.014565,1.0636038,5.1586485,-3.4332976,-0.6103754,-2.7075577,2.9573948,3.8178487,-0.22992775
09-MFCC.csv,2.6847792,4.366039,-2.1719372,-1.7164519,13.859884,-1.7110118,-3.8433366,2.32659,-8.069107,2.2339838
10-MFCC.csv,-4.462841,-3.6919203,4.4229703,-5.2462997,-2.2280934,2.2522438,3.4827902,-2.2370276,1.8796276,-4.037394
100-MFCC.csv,-0.6807259,2.3610308,-5.906106,-2.4336035,17.255322,-7.617079,-6.9142537,0.48830134,-8.957414,1.9509573
101-MFCC.csv,3.6847174,-3.9031415,0.585155,-0.20822059,1.6192135,-3.80131,1.132073,-1.8207742,-5.823507,-2.0990524
102-MFCC.csv,-4.263063,-5.5527177,2.6082916,-10.864572,-2.8143566,-7.835742,5.735593,-4.925392,3.6374714,-6.0363994
103-MFCC.csv,-2.8102481,-9.258143,-1.9990807,5.2402987,-6.441081,6.0463557,-3.2300694,-2.2215784,6.1659946,-3.3911352
104-MFCC.csv,-0.11985913,-2.1215446,-0.709052,-0.38472933,-9.613951,-0.44081798,0.14193164,2.0931134,2.4927065,-7.6852145
105-MFCC.csv,-6.256565,-2.0300102,5.790694,-11.879479,0.78430545,-8.6486,5.7589602,-3.6030018,1.5446576,-6.05767
106-MFCC.csv,-4.3035707,-0.3753979,0.8796861,1.2285622,2.0224395,-3.707971,0.59954333,-5.176362,0.17160398,1.4380003
107-MFCC.csv,1.8792648,-3.3421817,2.7419677,1.4130689,3.4295979,-9.608015,-2.7070532,8.8549,-1.587028,3.5486224
108-MFCC.csv,3.8671184,-3.442031,1.1302274,4.4681077,5.9369774,-8.134442,-4.5122023,6.3572383,-9.155793,4.818696
109-MFCC.csv,-0.3800836,-9.447802,2.9301012,-2.9361951,-4.904871,-2.0929434,1.1530198,-4.1600294,0.67594576,-4.7268195
11-MFCC.csv,-2.3630803,-3.8332038,0.6037352,-2.159861,-8.122109,-2.3396313,0.059578758,-4.004595,1.4447455,-6.0265255
110-MFCC.csv,-1.305159,0.825816,-3.7955244,-5.2956524,4.366706,4.460477,5.9410014,-9.694334,4.2659745,5.854901
111-MFCC.csv,6.3693514,1.8998526,3.975995,-4.308656,7.980567,-4.7403173,-11.629053,0.98196495,-7.181041,2.3163872
112-MFCC.csv,-4.7103033,-6.6710715,3.711345,-0.0976872,-5.4799814,-1.8987161,5.6072903,-1.4896874,0.58037394,-5.7387085
113-MFCC.csv,3.4587097,-6.3296714,3.6928573,-3.0363276,-7.605975,-1.8631644,3.887103,0.25115794,6.5966988,-4.1009946
114-MFCC.csv,3.4100997,-2.7010338,-0.5376684,5.305598,-6.6278815,-0.19948408,-0.28532484,4.3503075,4.9118657,3.5099483
115-MFCC.csv,-0.9582237,4.3536525,4.6707067,-6.320251,4.1669936,-1.0116637,9.428067,-5.7520356,3.8575773,6.7643876
116-MFCC.csv,13.264613,14.617877,1.9805509,3.9159374,-3.3151505,6.6153183,-10.1387825,-8.651535,-2.0247805,10.158091
12-MFCC.csv,-5.3393726,-7.6593537,5.40197,-0.33603963,-9.067653,2.337174,2.1989806,-5.2079906,4.9435716,-0.89336866
13-MFCC.csv,-4.6993403,-5.2823896,6.2053995,-2.760829,-8.580832,-3.4295037,6.015896,-1.9294732,2.1886282,-3.1800647
14-MFCC.csv,-10.511656,-2.8311315,-8.404975,1.6024268,-4.1151423,-5.4422255,10.321869,3.7909348,-2.6527133,5.156285
15-MFCC.csv,1.0656487,-3.0844276,-0.45517665,0.34824613,-0.6414653,1.3224765,6.1340985,0.4185737,-0.9067909,3.4354582
16-MFCC.csv,9.635155,7.5361323,4.371473,9.798514,-2.0674255,-10.000401,-4.915632,5.6893005,10.147489,17.850052
17-MFCC.csv,9.341245,9.945568,0.1408181,8.564717,-3.365907,-2.5614011,0.38782033,4.5048513,2.2644563,14.3028755
18-MFCC.csv,-4.2089467,-2.2726624,-3.6910348,-1.6314596,7.1155095,0.6259876,-14.424965,-0.5614053,-1.9515847,0.03194336
19-MFCC.csv,0.9613694,-4.2658534,0.86625427,-3.6363664,-5.9251795,0.66883606,0.5526818,-0.0531591,-0.7145082,-2.0003896
20-MFCC.csv,-2.5171707,-13.133696,0.33875334,4.3936496,-3.9985676,0.07831273,-3.9762857,2.3655548,6.366524,-6.9009905
21-MFCC.csv,0.086728424,0.89811486,-4.67804,-0.38704255,-3.3707538,1.0865898,2.46546,0.97882396,2.5168293,-4.566377
22-MFCC.csv,1.4478492,-0.99547476,-0.025879959,-0.33884513,-6.083606,-0.6530528,-0.39640224,-0.7877863,0.012270083,-5.527621
23-MFCC.csv,-1.6902386,0.6314296,6.2292094,-18.993319,2.237775,1.4519063,1.9505609,-12.943258,4.063544,8.204356
24-MFCC.csv,1.3324436,-2.5636494,8.401456,-5.252602,-7.9396925,6.317784,1.3744658,1.4854327,9.316358,-4.521728
25-MFCC.csv,2.7103927,-6.349752,2.2105725,-0.47292933,-1.442712,-2.4516199,0.012938688,-5.386969,-2.2068336,-2.933421
26-MFCC.csv,-2.2664826,0.030805903,0.6417063,-9.411107,9.713548,-10.67745,-8.153276,4.6149974,-8.523986,-1.6771373
27-MFCC.csv,8.974172,-2.8856971,-1.6664848,5.1553164,13.8794,-4.827639,1.0856631,5.1095486,-6.624498,3.4210248
28-MFCC.csv,-4.5645676,8.850693,-0.8723505,-6.8918443,4.4708886,-1.5924234,-10.241468,-5.3458285,6.6225877,-4.1979823
29-MFCC.csv,7.5978246,6.647255,1.8976661,-0.55651826,8.027251,-5.5388894,-7.533227,4.6071854,-9.496291,1.4700712
30-MFCC.csv,-1.6569993,-3.0079842,-0.8945274,-0.445268,-1.3609244,1.6202445,-0.8329141,-0.45423627,-0.1541832,-3.696001
31-MFCC.csv,11.44912,-10.148245,4.720392,1.6860297,-4.7955766,-9.78312,-9.031555,7.573739,4.3398585,12.440081
32-MFCC.csv,5.359269,-0.4735189,3.4530084,-8.421954,-13.827355,-2.7347598,8.65104,-8.901969,6.90368,4.5374966
33-MFCC.csv,-2.6936312,-4.2927217,9.127678,-9.416895,-6.138446,-7.7922935,10.242496,-1.1364102,4.8221493,2.6518948
34-MFCC.csv,-0.6211067,-0.48769847,1.229468,4.8424287,-13.033154,1.1980109,-0.8411596,1.628653,4.3488383,1.8971925
35-MFCC.csv,4.3328767,-0.506083,-2.4337,2.4566772,1.5644329,-5.576507,0.49515003,4.167236,-0.4206563,1.6571724
36-MFCC.csv,-2.7541647,0.28014868,0.4099012,1.8420347,-1.6445751,1.8745555,4.670655,-3.6813886,3.4838912,-2.1870575
37-MFCC.csv,-3.2676818,-0.085152425,1.692643,2.4771333,-4.8827114,2.9247081,-0.2857333,1.6929942,1.2422848,-4.542951
38-MFCC.csv,-4.3436303,-1.5923897,2.980179,-13.870172,-0.1314445,-10.181752,5.552813,-6.4883876,0.94969946,-4.3423233
39-MFCC.csv,-5.4670434,-6.4742546,3.1816592,-4.753149,-7.957756,-4.8395247,5.2395453,-3.1793633,1.2192754,-4.410041
40-MFCC.csv,-5.7293706,0.63250995,1.8326153,-12.316009,-0.6974556,7.6232967,12.175404,-3.770295,6.4329576,6.068926
41-MFCC.csv,-4.3603063,-8.037005,5.3073406,-3.145708,-9.122475,-4.342772,4.5452113,-3.0566802,3.8002448,-6.7826157
42-MFCC.csv,1.9418718,-7.199945,2.269543,-5.5798,-6.1280665,-7.7265077,3.9081044,2.2077196,6.060199,-0.3017612
43-MFCC.csv,-6.2301183,-7.631171,-1.0805477,-1.247838,-3.7784238,-6.4993057,8.022738,-3.0494523,1.1588196,-2.2054086
44-MFCC.csv,-1.4496748,-8.588627,1.4175265,3.5518866,-11.768301,10.706511,-2.950463,-3.4840598,3.1408544,-5.660238
45-MFCC.csv,1.1702638,-0.2739977,-0.7599121,7.277551,0.20683302,-1.5432836,-2.6553607,2.7184854,-2.5121443,5.587774
46-MFCC.csv,1.409772,1.169001,1.5399238,1.5413284,3.9800951,2.1472225,-6.5131783,0.32271293,-7.1740017,-1.0385213
47-MFCC.csv,-7.8027196,-6.7859316,3.3203762,-2.7382245,-3.2314136,3.0444288,0.96882856,-1.2630352,2.7028005,-6.8278937
48-MFCC.csv,-1.4730371,-0.57635146,0.5489398,1.770223,-3.7287002,-0.45637798,4.186236,-1.1028118,2.272181,-4.2735505
49-MFCC.csv,-2.5537922,-7.525112,0.03009963,-1.3183436,-3.3323953,-1.5012838,3.7371066,-3.6305199,2.1397283,-2.4982865
50-MFCC.csv,-4.19211,10.836609,2.0111575,-0.85828555,8.30697,2.5938861,-6.78798,-1.9237328,-1.6722813,5.765568
51-MFCC.csv,0.07438704,0.6469254,-3.5639756,3.8875198,10.299814,1.4260595,-15.382711,-0.43139586,-11.607839,0.4312619
52-MFCC.csv,-2.3610175,-4.989298,2.9701767,-5.7048407,-7.188082,0.30927318,1.2420859,-4.527357,-0.38986894,-2.365642
53-MFCC.csv,-2.0579906,-6.9140525,-0.4811167,4.3593774,-6.0364704,2.9256876,0.480659,0.75095594,0.45343173,-3.203439
54-MFCC.csv,-2.2266376,-0.66430664,1.2789897,2.7599204,-5.1463194,-0.71771204,0.28470206,-2.1341102,1.4439825,-4.490841
55-MFCC.csv,1.039187,-0.7389231,-3.939554,-0.5718476,-6.2901454,-0.07176773,-1.0877588,4.410775,4.376181,-5.804088
56-MFCC.csv,-3.0144382,-5.6753116,6.24291,-4.5174813,-6.402622,-4.018025,8.04946,-3.9421813,3.5605104,0.5577786
57-MFCC.csv,-1.6023468,0.7267965,-0.9501394,4.7425065,-1.2399657,1.8479811,3.9662294,2.0384176,2.759091,-2.6101375
58-MFCC.csv,-0.4197119,2.6255448,-1.7435102,1.4894884,-2.5860782,-0.21148635,1.1648905,1.4511948,0.4383066,-3.379329
59-MFCC.csv,1.639459,3.8807356,-4.5685506,1.1073971,10.687064,6.4418693,-1.1754643,5.2586346,-11.743634,-6.2659664
60-MFCC.csv,-2.3989308,-4.0473475,-1.6941601,1.6342927,6.319724,5.709883,3.0115457,-3.6674051,0.40953895,-3.1692815
61-MFCC.csv,0.14690894,-6.46012,-2.1876185,3.5703616,3.3046162,-5.360131,-4.449136,6.453896,0.7034904,-2.2564814
62-MFCC.csv,1.3188144,-7.015991,3.681584,-6.5167565,-5.658976,-3.7050405,4.2734046,-1.8737571,5.1169586,-1.3822924
63-MFCC.csv,2.6049855,0.1184618,-2.269528,-2.1600316,12.549436,-4.079561,-9.059874,0.7434606,-7.6351004,-4.8997154
64-MFCC.csv,-1.970535,-5.7031116,1.3587857,-2.1792088,-2.3241825,-0.49257824,0.23593162,0.040007118,-3.1415865,-1.8766474
65-MFCC.csv,0.7185321,7.0007644,-2.5383968,-0.72410524,-2.6863096,-1.6260741,1.9011569,1.1917956,1.1925297,-2.2679756
66-MFCC.csv,1.3617152,8.581475,-0.6579349,-6.8639483,12.629895,1.7577895,-0.7576828,-7.257953,-1.0716869,2.3576872
67-MFCC.csv,8.326495,13.065749,7.373371,3.3525894,4.1210585,16.258528,5.768142,0.5616988,-14.923595,8.5929
68-MFCC.csv,1.710193,-0.04840436,0.42306787,1.0127866,-6.4126096,-1.1697737,-1.122644,-0.11670762,0.5067316,-5.6551924
69-MFCC.csv,-5.4479136,-5.960683,0.24503015,4.2792892,-3.3000877,1.287711,-1.5118142,0.42618215,-1.5609335,-3.9011555
70-MFCC.csv,-3.2071328,-6.3705688,3.4671845,-1.3396034,-4.504363,0.8507635,1.196499,-1.8755952,0.2616659,-2.5010233
71-MFCC.csv,-0.78427756,0.90708894,4.8509164,0.43689904,-2.8724117,1.1402025,-3.2313464,-0.8257569,-4.680659,-4.9945507
72-MFCC.csv,2.928784,-3.2245994,2.988888,-6.5624566,-6.1496534,-4.7324157,10.439137,0.5858867,1.8847194,4.271918
73-MFCC.csv,-2.0859268,-6.133533,5.5614357,-8.382484,-7.837166,1.6919324,1.7762551,-2.214971,0.21504776,-4.015208
74-MFCC.csv,-2.3234415,-3.188012,4.74713,-0.33722934,-8.889082,4.805674,-5.321295,-5.6563725,3.9641786,-0.42119107
75-MFCC.csv,3.487378,5.3674793,-10.368368,1.4199376,2.400339,-5.3889513,-1.7026857,6.1345854,-9.222683,10.778378
76-MFCC.csv,2.0415344,-10.117746,1.8976864,-3.9589012,-3.3330169,-2.6719983,1.2065531,-0.56356585,2.2884982,-5.551525
77-MFCC.csv,1.0203408,-4.4313617,6.543951,-7.7104936,-7.9673347,-7.1921034,7.077701,-5.709936,3.5582418,0.7488768
78-MFCC.csv,-6.0259967,-9.288057,-1.7508224,5.012205,-2.6875327,7.5435805,-0.19956931,1.909801,2.2375474,-4.834534
79-MFCC.csv,-4.5524592,-6.5074344,7.3953233,-8.163779,-5.2193503,0.26520747,5.974793,-5.6652765,4.8109717,-0.057882108
80-MFCC.csv,-1.4458755,0.52518773,-0.5548565,-3.2180026,13.212234,1.2598429,-0.06226296,-5.525787,-2.801954,2.3288817
81-MFCC.csv,3.7257872,7.2464795,-1.5389036,3.7721925,3.0699277,-3.6944118,-0.10303841,7.8494825,-2.0055757,6.083023
82-MFCC.csv,2.2885466,4.3812084,-2.5974548,-11.310859,11.838695,2.3766043,0.8057464,-9.886035,1.6177839,6.5455103
83-MFCC.csv,3.6291287,8.632388,4.1372237,0.5069485,4.726499,-1.6352857,-7.271489,-1.3801312,-0.8544682,2.0500686
84-MFCC.csv,-0.5159049,1.449635,-8.706192,-0.21844703,12.651969,-0.46899906,-9.390348,-0.6317474,-11.04876,3.865529
85-MFCC.csv,-4.181324,-5.5084395,4.8102574,-1.9858102,-8.222755,-4.455973,5.693898,-2.6585686,0.111373514,-4.599169
86-MFCC.csv,-5.4142585,-5.0834236,0.13656117,3.996612,-2.9089205,3.4163802,-2.9233043,1.8617333,2.3065696,-5.5384784
87-MFCC.csv,5.4298544,1.220081,-0.41029018,4.5573745,4.8343143,-7.5966196,0.5481407,5.1606884,-2.8941262,5.3164945
88-MFCC.csv,0.099312626,-1.0536364,1.7453119,3.4200985,-9.040298,-0.37806267,-2.3465707,2.8139017,4.225396,-5.8236785
89-MFCC.csv,-1.4765943,-9.210143,1.3483186,-2.384833,-4.6902804,-1.6783506,-0.12592952,0.6483334,3.007431,-4.85043
90-MFCC.csv,3.3455644,4.7957525,-1.7120777,9.425359,1.8147141,-5.1690326,-2.1668117,4.228604,-7.70225,7.299309
91-MFCC.csv,-0.93197286,-5.448384,5.767919,-4.545822,-4.783667,-4.024913,5.934382,-2.8638856,0.28193942,-0.7741921
92-MFCC.csv,-0.7089102,3.116836,0.8808847,1.3307992,-0.8705151,-0.032016233,-2.0649061,1.9476893,-5.7102084,-0.96615565
93-MFCC.csv,3.4018664,2.8877785,-8.50956,0.29381043,9.47526,-4.2644806,-9.932647,-2.733583,-3.7264802,0.33816528
94-MFCC.csv,-0.040111966,-4.137353,4.584939,-1.4300697,2.1715598,-3.431452,1.9594405,-5.0497055,-1.6285923,-0.96625435
95-MFCC.csv,5.118824,1.7321153,-2.9177444,1.6777489,4.0018024,-3.427172,1.9761572,4.644246,-2.9067228,6.346255
96-MFCC.csv,-1.5213417,1.8401486,-2.925868,-4.614899,13.459373,-5.5494447,-6.17325,2.3449404,-8.228107,0.64001626
97-MFCC.csv,1.8384755,2.9346056,-2.7847264,-4.261189,9.332606,-4.5667787,-8.55929,1.5751429,-6.765722,-3.215607
98-MFCC.csv,-0.7595494,-9.999149,-7.4504223,8.947118,9.791,1.1842395,-5.597796,-6.6136417,1.627572,-0.802555
99-MFCC.csv,-6.513784,-7.805322,5.0018954,-6.4111733,-11.008436,-2.2998605,7.392637,-4.535452,1.8360597,-6.715993
