Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20
41-MFCC.csv,2.709759,6.070895,4.828772,5.2472124,6.2790694,4.5798388,6.4585586,4.7554913,7.09717,4.0304203,3.95064,5.084192,6.348299,4.8364234,6.6497035,5.985905,6.4421606,4.489535,5.8263083,4.5145426
42-MFCC.csv,2.8498554,5.639976,4.8306055,5.346553,6.54085,4.639091,6.537179,4.709721,7.1214004,4.2756124,3.914048,5.0886874,5.9916377,4.9181886,6.3199797,5.9844136,6.786608,4.7970476,5.751234,4.726504
43-MFCC.csv,2.9212317,5.952575,4.940202,5.3633013,6.2033176,4.6742268,6.5058985,4.753651,7.131972,4.1935,3.959989,4.926764,6.0282044,5.066467,6.6270347,6.0161853,6.4975786,4.5991726,5.817782,4.8337083
44-MFCC.csv,3.183486,5.849031,5.364522,5.9345417,6.1655474,4.527291,5.802726,4.1984034,7.0979605,5.1966057,4.783259,5.4744554,5.426329,5.0739937,5.832268,6.224496,6.139299,5.1818514,5.8181906,4.9547505
45-MFCC.csv,3.2196996,3.4971995,6.0845404,4.8942595,4.932658,3.9293566,6.789724,4.253347,5.3127913,4.939126,6.119797,3.6804678,5.5261064,5.0351186,5.722441,5.8889766,5.2797823,7.1606483,6.027107,6.4245825
46-MFCC.csv,3.000098,4.00969,6.1157823,5.0806885,5.297501,3.9289498,6.588181,4.3377447,5.7599955,4.923007,5.802618,4.1589084,5.6808715,5.1876183,5.744678,5.863696,5.544478,6.769456,6.0577106,6.1527824
47-MFCC.csv,2.756168,5.9077287,4.9188027,5.367061,6.176291,4.4520264,6.301099,4.559073,6.901567,4.2944384,4.2471623,5.160168,6.2644453,4.822072,6.4806743,6.0953794,6.286295,4.8138065,5.831184,4.5660625
48-MFCC.csv,2.7971082,5.089093,5.538815,5.4082565,6.0421343,4.2175236,6.421626,4.669074,6.607013,4.4356513,4.774164,5.004089,5.9227633,4.90269,5.9413166,5.796774,6.2743564,5.8010845,5.929776,5.7525434
49-MFCC.csv,2.9134376,5.891018,4.9144382,5.4660034,6.3739295,4.580846,6.269142,4.403617,7.0670543,4.648895,4.224318,5.173089,5.9617357,4.988431,6.2206645,6.163836,6.518258,4.858235,5.8390145,4.5607615
50-MFCC.csv,2.894817,3.8781252,6.150586,5.186911,5.0940576,3.7271705,6.53639,4.2774324,5.6118717,4.954427,5.981712,4.0802484,5.84032,5.339814,5.7994003,6.0543633,5.455136,6.810439,5.9862976,6.111854
51-MFCC.csv,2.752121,3.4781797,6.5653563,4.9741306,4.8503385,3.467433,6.7074876,4.21849,5.501753,5.0838246,6.1302977,3.93323,6.055161,5.628658,5.633465,6.1149907,5.196485,6.9902225,5.967097,6.2003684
52-MFCC.csv,2.773613,5.6519012,4.948556,5.4245076,6.033542,4.327295,6.343081,4.484884,6.783402,4.4440575,4.477064,5.1040883,6.1096764,4.8544946,6.374996,6.0436125,6.1274047,5.095124,5.794779,4.698054
53-MFCC.csv,3.0306246,5.330872,5.436412,5.817873,5.8547034,4.3213687,6.0686827,4.4275975,6.7266436,4.8396897,5.010682,5.3017125,5.5021434,4.9647627,5.9913607,6.0223317,5.917426,5.6085167,5.8305354,5.4214554
54-MFCC.csv,2.8332038,5.159392,5.5241923,5.512303,5.926878,4.174284,6.3543644,4.5644584,6.653439,4.49702,4.895772,4.972674,5.930845,5.0436187,5.93914,5.8195443,6.2589426,5.7483974,5.798335,5.649856
55-MFCC.csv,3.0145879,4.967285,5.45977,5.61127,5.6720104,4.2273364,6.313209,4.5382357,6.547165,4.7048526,5.035353,4.878701,5.5721917,5.0606656,6.048051,5.857857,5.9948807,5.866727,5.8366423,5.7468667
56-MFCC.csv,2.7254124,5.8079023,4.9567704,5.1370416,6.1432753,4.5871396,6.472987,4.7827764,6.8705454,3.9010832,3.8990858,5.1368055,6.4632845,4.717286,6.719899,6.209373,6.4626384,4.436398,5.676787,4.548336
57-MFCC.csv,2.8789477,4.9406886,5.623203,5.478227,5.876111,4.1785417,6.377952,4.611603,6.5160346,4.573162,4.976669,4.907371,5.773488,4.990094,5.9182997,5.7981424,6.1382294,5.988801,5.962063,5.912558
58-MFCC.csv,2.9156923,4.7429047,5.707731,5.316272,5.6794357,4.122278,6.4398546,4.4706464,6.271177,4.6567793,5.200776,4.6346626,5.8385906,5.054479,5.8734107,5.824081,6.0183764,6.181893,5.9686503,5.8998623
59-MFCC.csv,2.8694065,3.6876593,6.371355,4.9708605,4.884417,3.6414013,6.782424,4.272555,5.495503,5.092655,6.188788,4.0775304,5.938739,5.4524784,5.652169,5.975785,5.239584,7.0691934,6.0318837,6.155116
60-MFCC.csv,2.8774974,4.900209,5.4947696,5.2778907,5.55373,4.0879183,6.427639,4.3620014,6.242481,4.562591,5.17694,4.622573,6.0924206,5.047088,6.0618467,5.9411697,5.9681945,5.946141,5.8106613,5.475713
61-MFCC.csv,3.3940108,3.5470345,6.2420573,4.767958,4.946722,4.09366,6.7956076,4.233928,5.2637167,4.9245944,6.2152615,3.715251,5.493726,4.9277396,5.6055984,5.644688,5.176715,7.1825857,6.132878,6.3327518
62-MFCC.csv,2.8247492,5.7749515,4.915346,5.3554997,6.4124627,4.5997124,6.3645916,4.6090226,7.0260777,4.319369,4.0326195,5.213559,6.1063685,4.83765,6.38511,6.149336,6.5821557,4.721669,5.7798653,4.615723
63-MFCC.csv,2.7895346,3.5669384,6.6710844,4.927501,4.8974156,3.5526164,6.6560397,4.233843,5.5608006,5.273655,6.342206,4.002599,5.975423,5.665684,5.7699986,5.8942084,5.2773147,7.0865984,6.1383495,6.254845
64-MFCC.csv,2.8050952,5.4174414,5.0205092,5.3494453,5.9635544,4.335416,6.468283,4.598069,6.737066,4.3392816,4.4654536,4.9781165,6.0951033,4.8963823,6.3905187,5.9905143,6.188181,5.1549897,5.717477,4.8818936
65-MFCC.csv,2.9315438,4.4935217,5.7711616,5.3652883,5.5087075,4.03135,6.493052,4.515188,6.1551313,4.750689,5.3700185,4.546279,5.7512407,5.1000113,5.915189,5.845054,5.8195934,6.309257,5.9448323,6.0325017
66-MFCC.csv,2.9283702,3.7816477,6.0211325,5.035826,4.756598,3.7416692,6.864194,4.4035897,5.4956737,5.1497564,6.011468,4.0497665,6.0900784,5.2877903,5.926259,5.867696,5.2172356,6.80123,5.859307,6.125788
67-MFCC.csv,3.0013793,3.584991,6.108946,4.9795485,4.664225,3.7456336,6.9178543,4.3834114,5.352467,5.1919565,6.1546845,3.921135,5.991024,5.2488737,5.8273726,5.8670044,5.1115294,6.986427,5.9066076,6.263654
68-MFCC.csv,2.9020116,4.8557014,5.572108,5.6162786,5.7376776,4.1209893,6.423024,4.7210765,6.577657,4.467248,5.0067887,4.943859,5.699055,5.074689,6.1129603,5.7789273,6.013114,5.8645473,5.7577214,5.883991
69-MFCC.csv,2.9423454,5.417303,5.33437,5.7145524,5.8509974,4.3145394,6.1127963,4.425552,6.7323537,4.752801,4.913646,5.2008433,5.6932974,4.9738817,6.085672,6.0129757,6.0155582,5.519325,5.850027,5.2963767
70-MFCC.csv,2.8349998,5.7138867,5.0090656,5.4559054,6.14265,4.438574,6.241962,4.431994,6.7919555,4.554901,4.367552,5.2190943,6.0355077,4.82923,6.329636,6.177906,6.230132,4.998228,5.83459,4.646882
71-MFCC.csv,2.921202,4.6118636,5.59355,5.5107512,5.6202064,4.0909357,6.551698,4.7559032,6.4470263,4.490597,5.094538,4.777545,5.6795025,5.0998864,6.1735506,5.7598023,5.835129,5.98377,5.780157,5.912861
72-MFCC.csv,2.7912612,5.3895483,5.1020365,5.1960278,6.0379558,4.5244937,6.554363,4.8855314,6.7626987,3.9467368,4.0335016,5.0624633,6.2123756,4.754781,6.6377,6.101745,6.44476,4.760851,5.6529374,4.9486527
73-MFCC.csv,2.72982,5.712194,4.8777957,5.34929,6.0657215,4.3646803,6.4384174,4.6128416,6.837198,4.2457237,4.3158827,5.0488825,6.22248,4.8407393,6.523187,5.9920297,6.191153,4.9429526,5.7827206,4.667846
74-MFCC.csv,3.1037478,5.716206,5.4030633,5.8660626,6.1926,4.4741726,5.9252086,4.320394,7.0785556,4.9626126,4.7637596,5.38276,5.583011,5.018878,5.7834706,6.0778317,6.2251496,5.2974186,5.866564,5.078406
75-MFCC.csv,3.391845,3.3783965,6.345337,4.6852856,4.951941,4.0088906,6.72247,4.0734596,5.1105423,5.022061,6.3759093,3.5933504,5.440988,5.0165653,5.5766597,5.674102,5.1669645,7.3996606,6.1909995,6.417711
76-MFCC.csv,2.8072052,5.7338223,4.8427587,5.3787584,6.655463,4.575057,6.4478683,4.539837,7.128753,4.4809923,3.9820342,5.221649,5.987877,4.8738537,6.1162577,6.0383487,6.7819853,4.9099793,5.7976527,4.6252484
77-MFCC.csv,2.890757,5.732196,5.012626,5.226161,6.227995,4.7075024,6.5345316,4.729783,6.9283643,4.0804195,3.7495615,5.0903883,6.1455765,4.882864,6.700337,6.2964773,6.5490046,4.4749403,5.68749,4.7438936
78-MFCC.csv,3.1294506,5.668646,5.4021425,5.880029,5.9769297,4.4413304,5.846367,4.198091,6.8802586,5.156097,4.9310627,5.3968587,5.4439063,5.095461,5.9197884,6.2064347,6.0467463,5.3961883,5.846718,5.1632433
79-MFCC.csv,2.7055323,5.9320846,4.897732,5.2259445,6.235652,4.529722,6.412407,4.703797,6.9419856,3.9988027,3.937434,5.234756,6.4637766,4.7187195,6.656257,6.205848,6.467068,4.469264,5.6810384,4.415633
80-MFCC.csv,2.9313262,3.8555622,6.0840044,5.0084043,4.846501,3.739739,6.7811103,4.3280644,5.5811787,5.029211,5.9590425,4.088822,6.0843496,5.369565,5.905256,5.863594,5.3030806,6.7933187,5.8969145,6.0333567
81-MFCC.csv,3.2558947,3.4065173,6.068855,4.911809,4.8256636,3.9764276,6.866483,4.338242,5.180491,5.1338544,6.18761,3.6560583,5.5677443,4.905075,5.6845546,5.8334465,5.113914,7.1189737,6.0095162,6.464799
82-MFCC.csv,2.9183009,4.0704284,5.7843437,5.0852885,4.9051847,3.8297448,6.815802,4.4379244,5.677671,4.9582763,5.7385216,4.176244,6.123737,5.1972394,6.0283427,5.8798833,5.366275,6.512927,5.778158,5.9023967
83-MFCC.csv,2.9075503,3.8499591,6.145398,5.112413,5.135777,3.8017752,6.642099,4.359512,5.638584,5.073614,5.94467,4.066479,5.7498436,5.234013,5.763222,5.9678974,5.443975,6.83014,6.027621,6.246886
84-MFCC.csv,2.7593591,3.45958,6.6465545,4.953163,4.8304987,3.4475963,6.656916,4.1910934,5.4987483,5.1409097,6.251343,3.9475555,6.021583,5.6879845,5.6566386,6.039374,5.2125607,7.0993013,6.06025,6.260877
85-MFCC.csv,2.847497,5.9248633,4.938375,5.3358073,6.342882,4.6918597,6.524809,4.8782277,7.1604986,4.045529,3.8199468,5.073863,6.0815735,4.917838,6.6575646,6.01322,6.5917244,4.5073304,5.820038,4.8360786
86-MFCC.csv,3.0494838,5.501756,5.4235463,5.7683377,5.9116836,4.356469,5.973462,4.255103,6.745228,4.9998517,5.001689,5.2821016,5.5751343,5.0145946,5.8935037,6.1114717,6.0160074,5.5641685,5.8556304,5.2681108
87-MFCC.csv,3.3927846,3.1990373,6.178636,4.7577825,4.922063,4.034128,6.8703103,4.171909,5.1810303,4.7506995,6.1702847,3.364818,5.4131646,4.9630394,5.6331644,5.9432216,5.1589646,7.159441,5.9973083,6.4094124
88-MFCC.csv,2.897892,5.0048704,5.596037,5.7030673,5.8761287,4.164291,6.3043942,4.674659,6.705951,4.530716,4.9767475,5.072725,5.6525817,5.0704436,5.9629836,5.7543626,6.159498,5.868473,5.800608,5.9297647
89-MFCC.csv,2.8513608,5.765035,4.7982454,5.3952,6.519743,4.571269,6.3844247,4.4096274,7.0714784,4.616121,4.0950108,5.1753983,5.9671082,4.928224,6.1244183,6.1130877,6.675362,4.8961124,5.769863,4.480098
90-MFCC.csv,3.2879362,3.195798,6.233773,4.7902904,4.7887144,3.9193323,6.915291,4.230688,5.167838,4.9191823,6.246339,3.452518,5.549304,5.0591755,5.6576104,5.9405794,5.0967402,7.2047005,5.9888372,6.4389763
91-MFCC.csv,2.8224928,5.6259828,5.05429,5.2345247,6.0853767,4.6333756,6.4176893,4.8239493,6.836208,3.9716296,3.9703758,5.145607,6.244553,4.7362123,6.7056994,6.253319,6.4370832,4.5365767,5.7097273,4.830961
92-MFCC.csv,2.9777043,4.1871877,5.9436975,5.205049,5.3596807,3.9836903,6.5936885,4.450535,5.9274826,4.84704,5.608375,4.3219433,5.718196,5.138859,5.8317285,5.836725,5.6376987,6.578051,5.995331,6.1412625
93-MFCC.csv,2.772309,3.6918538,6.4768476,4.9975853,4.978486,3.6160612,6.669092,4.314231,5.6884866,5.1274085,6.0994377,4.043571,5.913873,5.519115,5.788949,5.967536,5.3199778,6.8560514,6.0597878,6.217721
94-MFCC.csv,2.894612,4.5793295,5.4340196,5.0715904,5.479834,4.0771856,6.7798457,4.578352,6.20581,4.530428,5.0530148,4.4645066,6.017505,5.092004,6.2069874,5.823672,5.7356005,5.902977,5.6862664,5.374066
95-MFCC.csv,3.4258864,3.4060943,6.1903152,4.748876,4.992988,4.0848613,6.750558,4.143801,5.1473083,4.936086,6.258488,3.5646503,5.3655553,4.895867,5.600116,5.731637,5.211145,7.310207,6.1426435,6.4444785
96-MFCC.csv,2.906002,3.4101198,6.640073,4.854906,4.7668276,3.562264,6.7247295,4.176447,5.3299594,5.311316,6.4635386,3.8579774,5.956146,5.574509,5.7300196,5.8643284,5.179699,7.2514877,6.100252,6.2892942
97-MFCC.csv,2.8654838,3.6273646,6.724919,4.9005866,5.0372353,3.6414788,6.587069,4.158421,5.493021,5.3525133,6.430569,3.9672742,5.9161706,5.6062007,5.78254,5.844308,5.391513,7.1527433,6.172924,6.1942487
98-MFCC.csv,2.8668554,4.82845,5.5416145,5.2777224,5.5263357,4.045312,6.435524,4.371826,6.183334,4.5135612,5.228009,4.611596,6.100354,5.0577817,6.080569,5.9156747,5.9607215,6.007272,5.8090878,5.5277495
99-MFCC.csv,2.68225,6.0615273,4.7921715,5.1956053,6.2134614,4.563851,6.525776,4.825299,7.030639,3.9037771,3.908591,5.0652595,6.4554915,4.777574,6.7399783,5.999633,6.4447517,4.4306107,5.7574763,4.4763837
