,Filename,PC1,PC2,cluster
0,asha_bhosle_1-MFCC.csv,13.54323566269625,0.164049461219107,5
1,asha_bhosle_10-MFCC.csv,1.791317767894809,-1.623049236837142,4
2,asha_bhosle_11-MFCC.csv,8.010859379439763,0.4885834607126686,0
3,asha_bhosle_12-MFCC.csv,10.662548550107344,2.5291911749902445,0
4,asha_bhosle_13-MFCC.csv,15.2442248526173,0.807004019001312,5
5,asha_bhosle_14-MFCC.csv,8.900376045491647,8.04679316476436,5
6,asha_bhosle_15-MFCC.csv,5.156351497949819,0.1182008586726046,0
7,asha_bhosle_16-MFCC.csv,6.062130957750141,2.1891295762856675,0
8,asha_bhosle_17-MFCC.csv,9.920451356577844,6.311595401545207,5
9,asha_bhosle_18-MFCC.csv,7.476448867561166,0.564026212216394,0
10,asha_bhosle_19-MFCC.csv,7.626482783905522,0.1259660711691554,0
11,asha_bhosle_2-MFCC.csv,4.3462794146984285,1.63202700808269,0
12,asha_bhosle_20-MFCC.csv,7.789087275633918,1.3191702125998672,0
13,asha_bhosle_3-MFCC.csv,-0.2408818710781193,-2.0075962260876974,4
14,asha_bhosle_4-MFCC.csv,8.905530284600674,4.053296011745531,0
15,asha_bhosle_5-MFCC.csv,10.021667737741824,-2.6721914709647687,0
16,asha_bhosle_6-MFCC.csv,8.607508448115462,0.4517908598749838,0
17,asha_bhosle_7-MFCC.csv,1.509183781900289,0.4410475032484852,0
18,asha_bhosle_8-MFCC.csv,17.987315390906534,5.1127457110305885,5
19,asha_bhosle_9-MFCC.csv,3.2798785494896148,3.604711523974947,0
20,kishore_kumar_1-MFCC.csv,-4.494111407014079,-1.1084466081340498,4
21,kishore_kumar_10-MFCC.csv,-5.498785472703564,-5.9555884655026805,4
22,kishore_kumar_11-MFCC.csv,-10.42245124913478,-0.3356398981547702,2
23,kishore_kumar_12-MFCC.csv,-0.4303829353751068,-7.229553134094095,3
24,kishore_kumar_13-MFCC.csv,-2.0458837967123755,-2.0320585528250525,4
25,kishore_kumar_14-MFCC.csv,-11.439913714174692,-0.7603818983784675,2
26,kishore_kumar_15-MFCC.csv,8.858631617389989,-4.048906185441375,0
27,kishore_kumar_16-MFCC.csv,26.70158172990501,5.005417500738133,5
28,kishore_kumar_17-MFCC.csv,-2.2481184420838494,-2.155230196122443,4
29,kishore_kumar_18-MFCC.csv,3.8809868662612543,1.8546231172660927,0
30,kishore_kumar_19-MFCC.csv,17.271091799372623,2.8277472498317784,5
31,kishore_kumar_2-MFCC.csv,1.185507010695886,-0.6431567933697235,4
32,kishore_kumar_20-MFCC.csv,1.912296979345124,-5.111207722181985,3
33,kishore_kumar_3-MFCC.csv,-3.2102811220041434,-2.526393234082224,4
34,kishore_kumar_4-MFCC.csv,-1.7105776841729068,-1.9187433949401431,4
35,kishore_kumar_5-MFCC.csv,-6.7431727850610015,-1.6136076336648653,4
36,kishore_kumar_6-MFCC.csv,3.0630096359812446,2.4922246593395,0
37,kishore_kumar_7-MFCC.csv,-3.9938330100840096,-3.547837732587544,4
38,kishore_kumar_8-MFCC.csv,-7.474354168584865,2.598891176602502,4
39,kishore_kumar_9-MFCC.csv,-3.558932788951958,-1.1455619715629537,4
40,michael_jackson_1-MFCC.csv,6.579906438707356,-2.839748352771956,0
41,michael_jackson_10-MFCC.csv,-5.2854421082968495,-3.10341022042402,4
42,michael_jackson_11-MFCC.csv,4.727694178591557,-10.338677402200556,3
43,michael_jackson_12-MFCC.csv,7.089268513826839,3.7110922974004295,0
44,michael_jackson_13-MFCC.csv,-3.482880879187107,-1.962757473510972,4
45,michael_jackson_14-MFCC.csv,8.451580357666414,-1.900901374139392,0
46,michael_jackson_15-MFCC.csv,-4.959964764503075,10.065233201683943,1
47,michael_jackson_16-MFCC.csv,12.35878753859128,-11.856971154716431,3
48,michael_jackson_17-MFCC.csv,-1.4067731624666373,-5.092346248880013,4
49,michael_jackson_18-MFCC.csv,10.614814329305512,-14.323917993511632,3
50,michael_jackson_19-MFCC.csv,-3.186798025878935,-6.208199559556333,3
51,michael_jackson_2-MFCC.csv,-7.875450035578518,-1.4616668149837992,4
52,michael_jackson_20-MFCC.csv,-4.869744140870793,-6.97133150255175,3
53,michael_jackson_3-MFCC.csv,4.069251687615943,-10.207080462814606,3
54,michael_jackson_4-MFCC.csv,3.082962671900623,-6.323341763334281,3
55,michael_jackson_5-MFCC.csv,-2.493245103421059,-7.657819185130493,3
56,michael_jackson_6-MFCC.csv,5.047942420558802,-6.577471874066256,3
57,michael_jackson_7-MFCC.csv,-2.295787032847507,-5.8166397798588,3
58,michael_jackson_8-MFCC.csv,2.398480178697086,-8.295983997302756,3
59,michael_jackson_9-MFCC.csv,-3.024698697365661,-9.192204406076788,3
60,national_anthem_1-MFCC.csv,-7.9253805172293,15.239128273897384,1
61,national_anthem_10-MFCC.csv,-14.846423096558956,8.005568501222038,1
62,national_anthem_11-MFCC.csv,-7.214888209886222,11.33992361635372,1
63,national_anthem_12-MFCC.csv,6.125319972020937,4.961069530783334,0
64,national_anthem_13-MFCC.csv,3.064003635447249,15.82921443703344,1
65,national_anthem_14-MFCC.csv,-15.593158482506754,5.944484994757871,2
66,national_anthem_15-MFCC.csv,-17.346184323043225,-5.364851926130619,2
67,national_anthem_16-MFCC.csv,-21.478745224048893,-7.562732155872903,2
68,national_anthem_17-MFCC.csv,-18.969517872249,2.8998174412179782,2
69,national_anthem_18-MFCC.csv,-3.942572499486253,6.621460842779231,1
70,national_anthem_19-MFCC.csv,1.2670885477684593,10.423074384456749,1
71,national_anthem_2-MFCC.csv,-11.311162192113944,-6.167558896380904,2
72,national_anthem_20-MFCC.csv,-9.208532832877696,0.7292140044948624,2
73,national_anthem_3-MFCC.csv,-5.255772250109573,6.386251583368346,1
74,national_anthem_4-MFCC.csv,-0.8464428287906622,4.107755144874677,0
75,national_anthem_5-MFCC.csv,-10.003996102021512,6.456734219514456,1
76,national_anthem_6-MFCC.csv,-6.690040527797075,8.844948525909961,1
77,national_anthem_7-MFCC.csv,-18.888568462395288,2.378341784642207,2
78,national_anthem_8-MFCC.csv,-1.376095763599306,14.068592156662874,1
79,national_anthem_9-MFCC.csv,-21.301139132462303,-5.0893739768180986,2
